CLocus_74898_2, 0
CLocus_117268_1, 0
CLocus_60214_1, 0
CLocus_60214_4, 0
CLocus_53493_5, 0
CLocus_108791_2, 0
CLocus_14708_6, 0
CLocus_43937_0, 0
CLocus_118628_0, 0
CLocus_15533_5, 0
CLocus_67793_4, 0
CLocus_97717_4, 0
CLocus_108068_2, 0
CLocus_430655_2, 0
CLocus_15533_6, 0
CLocus_108068_3, 0
CLocus_114709_2, 0
CLocus_36758_4, 0
CLocus_50537_8, 0
CLocus_50723_7, 0
CLocus_50723_2, 0
CLocus_60518_0, 0
CLocus_100085_2, 0
CLocus_67793_1, 0
CLocus_36758_6, 0
CLocus_119083_0, 0
CLocus_36758_3, 0
CLocus_97717_1, 0
CLocus_430655_3, 0
CLocus_132682_5, 0
CLocus_47204_0, 0
CLocus_118628_2, 0
CLocus_43937_2, 0
CLocus_97812_3, 0
CLocus_5328_3, 0
CLocus_114709_3, 0
CLocus_114709_4, 0
CLocus_15533_8, 0
CLocus_53493_0, 0
CLocus_99094_0, 0
CLocus_108068_1, 0
CLocus_114709_1, 0
CLocus_132682_3, 0
CLocus_2129_5, 0
CLocus_36758_1, 0
CLocus_50537_1, 0
CLocus_5328_2, 0
CLocus_60518_1, 0
CLocus_67793_5, 0
CLocus_14708_0, 0
CLocus_50537_9, 0
CLocus_14708_3, 0
CLocus_80854_0, 0
CLocus_81645_1, 0
CLocus_21374_0, 0
CLocus_97717_6, 0
CLocus_450237_0, 0
CLocus_134251_0, 0
CLocus_132682_1, 0
CLocus_36758_8, 0
CLocus_43101_4, 0
CLocus_50537_6, 0
CLocus_430655_7, 0
CLocus_50723_5, 0
CLocus_60214_11, 0
CLocus_97812_0, 0
CLocus_97717_5, 0
CLocus_47204_3, 0
CLocus_125509_2, 0
